,Time,Elevation,Act.ele,Longtitude,Latitude,Distance_between_origin,Distance_origin,Direction_origin,X,Y,pH,TP,SWC,TOC,TN,C.N,DOC,DON,DOC.DON,NDVI,GT,GP,MOI,Tmin,Tmax,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,Year.ET,Spr.ET,Sum.ET,Aut.ET,Win.ET,June.ET,July.ET,Aug.ET,Year.PREC,Spr.PREC,Sum.PREC,Aut.PREC,Win.PREC,June.PREC,July.PREC,Aug.PREC,Year.DTR,Spr.DTR,Sum.DTR,Aut.DTR,Win.DTR,June.DTR,July.DTR,Aug.DTR,Year.ARI,Spr.ARI,Sum.ARI,Aut.ARI,Win.ARI,June.ARI,July.ARI,Aug.ARI
HDX114,2013,5000,5011,91.05708482,30.53657,5001m_1m_D,1,B,0,-1,5.745,0.837,0.336,72.577,5.676,12.787,245.97,36.414,6.754819575,0.362231642,5.534809102,448.6591699,0.851968388,-4.071970277,3.658085193,-0.206942549,7.73005549,32.39011528,577.6634287,11.16719368,-12.88532809,24.05252177,6.42962935,-5.799542992,6.753557837,-7.213426529,494.1755775,179.4053693,0.44264909,137.9411834,366.5181525,6.552224129,347.220292,12.07927868,636.8582351,78.86777527,187.6951724,238.9480152,131.3472722,102.8670231,73.06270537,63.01828681,435.6075952,6.725686787,40.90054843,307.1506654,80.83069457,60.57417795,142.1771787,104.3993087,9.45603556,10.14384828,9.69034091,8.793470524,9.196482524,9.922130561,8.314694646,8.143586363,1.467342368,9.08591371,4.376663642,0.788740897,1.614158984,1.714387648,0.514199063,0.628586209
HDX115,2013,5000,5003,91.05713993,30.53649,4992m_10m_D,10,B,0,-10,5.385,0.637,0.483,77.269,5.844,13.222,400.486,41.734,9.596156611,0.350263774,5.534809102,448.6591699,0.851968388,-4.071970277,3.658085193,-0.206942549,7.73005549,32.39011528,577.6634287,11.16719368,-12.88532809,24.05252177,6.42962935,-5.799542992,6.753557837,-7.213426529,494.1755775,179.4053693,0.44264909,137.9411834,366.5181525,6.552224129,347.220292,12.07927868,636.8582351,78.86777527,187.6951724,238.9480152,131.3472722,102.8670231,73.06270537,63.01828681,435.6075952,6.725686787,40.90054843,307.1506654,80.83069457,60.57417795,142.1771787,104.3993087,9.45603556,10.14384828,9.69034091,8.793470524,9.196482524,9.922130561,8.314694646,8.143586363,1.467342368,9.08591371,4.376663642,0.788740897,1.614158984,1.714387648,0.514199063,0.628586209
HDX116,2013,5000,5011,91.05711183,30.53664,5002m_1m_E,1,E,1,0,5.32,0.646,0.503,81.631,5.758,14.177,218.563,24.036,9.093151939,0.362231642,5.534809102,448.6591699,0.851968388,-4.071970277,3.658085193,-0.206942549,7.73005549,32.39011528,577.6634287,11.16719368,-12.88532809,24.05252177,6.42962935,-5.799542992,6.753557837,-7.213426529,494.1755775,179.4053693,0.44264909,137.9411834,366.5181525,6.552224129,347.220292,12.07927868,636.8582351,78.86777527,187.6951724,238.9480152,131.3472722,102.8670231,73.06270537,63.01828681,435.6075952,6.725686787,40.90054843,307.1506654,80.83069457,60.57417795,142.1771787,104.3993087,9.45603556,10.14384828,9.69034091,8.793470524,9.196482524,9.922130561,8.314694646,8.143586363,1.467342368,9.08591371,4.376663642,0.788740897,1.614158984,1.714387648,0.514199063,0.628586209
HDX117,2013,5000,5011,91.05741081,30.53663,5002m_10m_E,10,E,10,0,5.23,0.484,0.382,53.541,3.918,13.667,424.67,33.239,12.77625681,0.257205039,5.534809102,448.6591699,0.851968388,-4.071970277,3.658085193,-0.206942549,7.73005549,32.39011528,577.6634287,11.16719368,-12.88532809,24.05252177,6.42962935,-5.799542992,6.753557837,-7.213426529,494.1755775,179.4053693,0.44264909,137.9411834,366.5181525,6.552224129,347.220292,12.07927868,636.8582351,78.86777527,187.6951724,238.9480152,131.3472722,102.8670231,73.06270537,63.01828681,435.6075952,6.725686787,40.90054843,307.1506654,80.83069457,60.57417795,142.1771787,104.3993087,9.45603556,10.14384828,9.69034091,8.793470524,9.196482524,9.922130561,8.314694646,8.143586363,1.467342368,9.08591371,4.376663642,0.788740897,1.614158984,1.714387648,0.514199063,0.628586209
HDX118,2013,5000,5011,91.05819103,30.53696,5002m_57m_E,100,E,100,0,5.445,0.566,0.462,63.52,4.65,13.66,210.9,20.666,10.20516791,0.327495635,5.534809102,448.6591699,0.851968388,-4.071970277,3.658085193,-0.206942549,7.73005549,32.39011528,577.6634287,11.16719368,-12.88532809,24.05252177,6.42962935,-5.799542992,6.753557837,-7.213426529,494.1755775,179.4053693,0.44264909,137.9411834,366.5181525,6.552224129,347.220292,12.07927868,636.8582351,78.86777527,187.6951724,238.9480152,131.3472722,102.8670231,73.06270537,63.01828681,435.6075952,6.725686787,40.90054843,307.1506654,80.83069457,60.57417795,142.1771787,104.3993087,9.45603556,10.14384828,9.69034091,8.793470524,9.196482524,9.922130561,8.314694646,8.143586363,1.467342368,9.08591371,4.376663642,0.788740897,1.614158984,1.714387648,0.514199063,0.628586209
HDX119,2013,5000,5003,91.06384878,30.53952,5004m_1km_E,1000,E,1000,0,5.765,0.547,0.475,56.816,4.018,14.14,210.263,18.692,11.24882303,0.381457984,5.534809102,448.6591699,0.851968388,-4.071970277,3.658085193,-0.206942549,7.73005549,32.39011528,577.6634287,11.16719368,-12.88532809,24.05252177,6.42962935,-5.799542992,6.753557837,-7.213426529,494.1755775,179.4053693,0.44264909,137.9411834,366.5181525,6.552224129,347.220292,12.07927868,561.4516869,65.66150982,167.351798,212.8925437,115.5458353,92.33821007,65.06372018,55.49061347,436.3771722,4.434285436,40.88996225,311.9430507,79.10987383,59.977496,141.1707052,110.7948495,8.966225059,9.397986161,9.295040399,8.424977002,8.746896674,9.535822317,7.979262091,7.759846597,1.286620205,14.80768678,4.092735449,0.682472468,1.460574132,1.539547601,0.46088684,0.500841092
HDX120,2013,5000,4984,91.13430678,30.59447,5000m_10km_E,10000,E,10000,0,6.95,0.878,0.055,59.132,5.606,10.548,232.34,15.451,15.03721442,0.389384657,5.534809102,448.6591699,0.851968388,-4.071970277,3.658085193,-0.206942549,7.73005549,32.39011528,577.6634287,11.16719368,-12.88532809,24.05252177,6.42962935,-5.799542992,6.753557837,-7.213426529,494.1755775,179.4053693,0.44264909,137.9411834,366.5181525,6.552224129,347.220292,12.07927868,561.4516869,65.66150982,167.351798,212.8925437,115.5458353,92.33821007,65.06372018,55.49061347,436.3771722,4.434285436,40.88996225,311.9430507,79.10987383,59.977496,141.1707052,110.7948495,8.966225059,9.397986161,9.295040399,8.424977002,8.746896674,9.535822317,7.979262091,7.759846597,1.286620205,14.80768678,4.092735449,0.682472468,1.460574132,1.539547601,0.46088684,0.500841092
HDX121,2013,5100,5090,91.04632797,30.53505,5100m_1km_W,1000,W,-1000,0,7.005,0.569,0.513,68.629,5.216,13.158,218.73,22.917,9.54444299,0.369363874,4.465429564,500.3417078,1.173320994,-4.947009143,2.311391857,-1.317808698,7.258400824,30.86992977,581.8236154,9.80263635,-13.72957129,23.53220764,5.36320626,-6.910920156,5.688079111,-8.385358986,552.1613502,202.0440825,0.72,138.181755,410.6207952,9.705714254,392.0504062,16.03142857,561.4516869,65.66150982,167.351798,212.8925437,115.5458353,92.33821007,65.06372018,55.49061347,436.3771722,4.434285436,40.88996225,311.9430507,79.10987383,59.977496,141.1707052,110.7948495,8.966225059,9.397986161,9.295040399,8.424977002,8.746896674,9.535822317,7.979262091,7.759846597,1.286620205,14.80768678,4.092735449,0.682472468,1.460574132,1.539547601,0.46088684,0.500841092
HDX122,2013,5100,5108,91.054499,30.53784,5103m_82m_W,82,W,-82,0,6.105,0.593,0.516,63.134,4.992,12.648,194.779,28.512,6.831474467,0.368625551,4.465429564,500.3417078,1.173320994,-4.947009143,2.311391857,-1.317808698,7.258400824,30.86992977,581.8236154,9.80263635,-13.72957129,23.53220764,5.36320626,-6.910920156,5.688079111,-8.385358986,552.1613502,202.0440825,0.72,138.181755,410.6207952,9.705714254,392.0504062,16.03142857,561.4516869,65.66150982,167.351798,212.8925437,115.5458353,92.33821007,65.06372018,55.49061347,436.3771722,4.434285436,40.88996225,311.9430507,79.10987383,59.977496,141.1707052,110.7948495,8.966225059,9.397986161,9.295040399,8.424977002,8.746896674,9.535822317,7.979262091,7.759846597,1.286620205,14.80768678,4.092735449,0.682472468,1.460574132,1.539547601,0.46088684,0.500841092
HDX123,2013,5100,5104,91.055262,30.53788,5103m_10m_W,10,W,-10,0,5.975,0.659,0.508,65.602,4.918,13.34,232.508,32.864,7.074853944,0.398875266,4.465429564,500.3417078,1.173320994,-4.947009143,2.311391857,-1.317808698,7.258400824,30.86992977,581.8236154,9.80263635,-13.72957129,23.53220764,5.36320626,-6.910920156,5.688079111,-8.385358986,552.1613502,202.0440825,0.72,138.181755,410.6207952,9.705714254,392.0504062,16.03142857,561.4516869,65.66150982,167.351798,212.8925437,115.5458353,92.33821007,65.06372018,55.49061347,436.3771722,4.434285436,40.88996225,311.9430507,79.10987383,59.977496,141.1707052,110.7948495,8.966225059,9.397986161,9.295040399,8.424977002,8.746896674,9.535822317,7.979262091,7.759846597,1.286620205,14.80768678,4.092735449,0.682472468,1.460574132,1.539547601,0.46088684,0.500841092
HDX124,2013,5100,5104,91.05536753,30.53789,5103m_1m_W,1,W,-1,0,5.29,0.607,0.525,79.242,5.627,14.082,264.337,28.478,9.282147623,0.398875266,4.465429564,500.3417078,1.173320994,-4.947009143,2.311391857,-1.317808698,7.258400824,30.86992977,581.8236154,9.80263635,-13.72957129,23.53220764,5.36320626,-6.910920156,5.688079111,-8.385358986,552.1613502,202.0440825,0.72,138.181755,410.6207952,9.705714254,392.0504062,16.03142857,561.4516869,65.66150982,167.351798,212.8925437,115.5458353,92.33821007,65.06372018,55.49061347,436.3771722,4.434285436,40.88996225,311.9430507,79.10987383,59.977496,141.1707052,110.7948495,8.966225059,9.397986161,9.295040399,8.424977002,8.746896674,9.535822317,7.979262091,7.759846597,1.286620205,14.80768678,4.092735449,0.682472468,1.460574132,1.539547601,0.46088684,0.500841092
HDX125,2013,5100,5117,91.0552202,30.53826,5113m_10m_D,10,U,0,10,5.34,0.637,0.631,92.103,6.559,14.042,410.252,59.744,6.866831816,0.39947477,4.465429564,500.3417078,1.173320994,-4.947009143,2.311391857,-1.317808698,7.258400824,30.86992977,581.8236154,9.80263635,-13.72957129,23.53220764,5.36320626,-6.910920156,5.688079111,-8.385358986,552.1613502,202.0440825,0.72,138.181755,410.6207952,9.705714254,392.0504062,16.03142857,561.4516869,65.66150982,167.351798,212.8925437,115.5458353,92.33821007,65.06372018,55.49061347,436.3771722,4.434285436,40.88996225,311.9430507,79.10987383,59.977496,141.1707052,110.7948495,8.966225059,9.397986161,9.295040399,8.424977002,8.746896674,9.535822317,7.979262091,7.759846597,1.286620205,14.80768678,4.092735449,0.682472468,1.460574132,1.539547601,0.46088684,0.500841092
HDX126,2013,5100,5104,91.05537732,30.53799,5104m_1m_D,1,U,0,1,6.95,0.632,0.488,36.631,2.887,12.688,440.66,29.722,14.82605477,0.398875266,4.465429564,500.3417078,1.173320994,-4.947009143,2.311391857,-1.317808698,7.258400824,30.86992977,581.8236154,9.80263635,-13.72957129,23.53220764,5.36320626,-6.910920156,5.688079111,-8.385358986,552.1613502,202.0440825,0.72,138.181755,410.6207952,9.705714254,392.0504062,16.03142857,561.4516869,65.66150982,167.351798,212.8925437,115.5458353,92.33821007,65.06372018,55.49061347,436.3771722,4.434285436,40.88996225,311.9430507,79.10987383,59.977496,141.1707052,110.7948495,8.966225059,9.397986161,9.295040399,8.424977002,8.746896674,9.535822317,7.979262091,7.759846597,1.286620205,14.80768678,4.092735449,0.682472468,1.460574132,1.539547601,0.46088684,0.500841092
HDX127,2013,5100,5104,91.05539438,30.53794,5103m,0,O,0,0,6.5,0.523,0.313,36.638,2.826,12.967,200.327,20.517,9.763951845,0.398875266,4.465429564,500.3417078,1.173320994,-4.947009143,2.311391857,-1.317808698,7.258400824,30.86992977,581.8236154,9.80263635,-13.72957129,23.53220764,5.36320626,-6.910920156,5.688079111,-8.385358986,552.1613502,202.0440825,0.72,138.181755,410.6207952,9.705714254,392.0504062,16.03142857,561.4516869,65.66150982,167.351798,212.8925437,115.5458353,92.33821007,65.06372018,55.49061347,436.3771722,4.434285436,40.88996225,311.9430507,79.10987383,59.977496,141.1707052,110.7948495,8.966225059,9.397986161,9.295040399,8.424977002,8.746896674,9.535822317,7.979262091,7.759846597,1.286620205,14.80768678,4.092735449,0.682472468,1.460574132,1.539547601,0.46088684,0.500841092
HDX128,2013,5100,5104,91.0554185,30.53788,5102m_1m_D,1,B,0,-1,5.605,0.611,0.474,78.145,5.45,14.339,227.217,23.529,9.656891496,0.398875266,4.465429564,500.3417078,1.173320994,-4.947009143,2.311391857,-1.317808698,7.258400824,30.86992977,581.8236154,9.80263635,-13.72957129,23.53220764,5.36320626,-6.910920156,5.688079111,-8.385358986,552.1613502,202.0440825,0.72,138.181755,410.6207952,9.705714254,392.0504062,16.03142857,561.4516869,65.66150982,167.351798,212.8925437,115.5458353,92.33821007,65.06372018,55.49061347,436.3771722,4.434285436,40.88996225,311.9430507,79.10987383,59.977496,141.1707052,110.7948495,8.966225059,9.397986161,9.295040399,8.424977002,8.746896674,9.535822317,7.979262091,7.759846597,1.286620205,14.80768678,4.092735449,0.682472468,1.460574132,1.539547601,0.46088684,0.500841092
HDX129,2013,5100,5090,91.05543514,30.53786,5093m_1m_D,10,B,0,-10,5.635,0.698,0.612,82.317,6.354,12.956,406.923,52.556,7.742655453,0.398875266,4.465429564,500.3417078,1.173320994,-4.947009143,2.311391857,-1.317808698,7.258400824,30.86992977,581.8236154,9.80263635,-13.72957129,23.53220764,5.36320626,-6.910920156,5.688079111,-8.385358986,552.1613502,202.0440825,0.72,138.181755,410.6207952,9.705714254,392.0504062,16.03142857,561.4516869,65.66150982,167.351798,212.8925437,115.5458353,92.33821007,65.06372018,55.49061347,436.3771722,4.434285436,40.88996225,311.9430507,79.10987383,59.977496,141.1707052,110.7948495,8.966225059,9.397986161,9.295040399,8.424977002,8.746896674,9.535822317,7.979262091,7.759846597,1.286620205,14.80768678,4.092735449,0.682472468,1.460574132,1.539547601,0.46088684,0.500841092
HDX130,2013,5100,5104,91.05544522,30.53794,5103m_1m_E,1,E,1,0,7.02,0.551,0.48,64.091,5,12.818,380.553,25.592,14.86999844,0.398875266,4.465429564,500.3417078,1.173320994,-4.947009143,2.311391857,-1.317808698,7.258400824,30.86992977,581.8236154,9.80263635,-13.72957129,23.53220764,5.36320626,-6.910920156,5.688079111,-8.385358986,552.1613502,202.0440825,0.72,138.181755,410.6207952,9.705714254,392.0504062,16.03142857,561.4516869,65.66150982,167.351798,212.8925437,115.5458353,92.33821007,65.06372018,55.49061347,436.3771722,4.434285436,40.88996225,311.9430507,79.10987383,59.977496,141.1707052,110.7948495,8.966225059,9.397986161,9.295040399,8.424977002,8.746896674,9.535822317,7.979262091,7.759846597,1.286620205,14.80768678,4.092735449,0.682472468,1.460574132,1.539547601,0.46088684,0.500841092
HDX131,2013,5100,5101,91.05550361,30.53795,5103m_10m_E,10,E,10,0,6.06,0.725,0.427,69.245,5.24,13.214,244.978,32.494,7.539176463,0.390903741,4.465429564,500.3417078,1.173320994,-4.947009143,2.311391857,-1.317808698,7.258400824,30.86992977,581.8236154,9.80263635,-13.72957129,23.53220764,5.36320626,-6.910920156,5.688079111,-8.385358986,552.1613502,202.0440825,0.72,138.181755,410.6207952,9.705714254,392.0504062,16.03142857,561.4516869,65.66150982,167.351798,212.8925437,115.5458353,92.33821007,65.06372018,55.49061347,436.3771722,4.434285436,40.88996225,311.9430507,79.10987383,59.977496,141.1707052,110.7948495,8.966225059,9.397986161,9.295040399,8.424977002,8.746896674,9.535822317,7.979262091,7.759846597,1.286620205,14.80768678,4.092735449,0.682472468,1.460574132,1.539547601,0.46088684,0.500841092
HDX132,2013,5100,5104,91.05592314,30.53812,5103m_100m_E,100,E,100,0,6.305,0.543,0.317,40.608,3.211,12.647,158.411,17.377,9.116130517,0.34610346,4.465429564,500.3417078,1.173320994,-4.947009143,2.311391857,-1.317808698,7.258400824,30.86992977,581.8236154,9.80263635,-13.72957129,23.53220764,5.36320626,-6.910920156,5.688079111,-8.385358986,552.1613502,202.0440825,0.72,138.181755,410.6207952,9.705714254,392.0504062,16.03142857,561.4516869,65.66150982,167.351798,212.8925437,115.5458353,92.33821007,65.06372018,55.49061347,436.3771722,4.434285436,40.88996225,311.9430507,79.10987383,59.977496,141.1707052,110.7948495,8.966225059,9.397986161,9.295040399,8.424977002,8.746896674,9.535822317,7.979262091,7.759846597,1.286620205,14.80768678,4.092735449,0.682472468,1.460574132,1.539547601,0.46088684,0.500841092
HDX133,2013,5100,5107,91.06094965,30.5405,5102m_1km_E,1000,E,1000,0,6.155,0.574,0.679,69.175,4.519,15.306,322.152,26.502,12.15576183,0.354778379,4.465429564,500.3417078,1.173320994,-4.947009143,2.311391857,-1.317808698,7.258400824,30.86992977,581.8236154,9.80263635,-13.72957129,23.53220764,5.36320626,-6.910920156,5.688079111,-8.385358986,552.1613502,202.0440825,0.72,138.181755,410.6207952,9.705714254,392.0504062,16.03142857,561.4516869,65.66150982,167.351798,212.8925437,115.5458353,92.33821007,65.06372018,55.49061347,436.3771722,4.434285436,40.88996225,311.9430507,79.10987383,59.977496,141.1707052,110.7948495,8.966225059,9.397986161,9.295040399,8.424977002,8.746896674,9.535822317,7.979262091,7.759846597,1.286620205,14.80768678,4.092735449,0.682472468,1.460574132,1.539547601,0.46088684,0.500841092
HDX134,2013,5200,5191,91.04561954,30.53705,5200m_1km_W,1000,W,-1000,0,5.97,0.619,0.503,56.231,4.282,13.13,183.422,20.558,8.922171417,0.339761883,3.877852109,440.5609345,1.458400054,-5.556805857,1.755181143,-1.900812248,7.311987166,31.01479633,581.4009317,9.275989891,-14.31246459,23.58845448,4.687088541,-7.381722753,5.130492476,-8.965460503,482.2928911,176.6344423,0.077142857,140.3369193,364.7800695,6.931428485,346.571219,11.9971428,561.4516869,65.66150982,167.351798,212.8925437,115.5458353,92.33821007,65.06372018,55.49061347,436.3771722,4.434285436,40.88996225,311.9430507,79.10987383,59.977496,141.1707052,110.7948495,8.966225059,9.397986161,9.295040399,8.424977002,8.746896674,9.535822317,7.979262091,7.759846597,1.286620205,14.80768678,4.092735449,0.682472468,1.460574132,1.539547601,0.46088684,0.500841092
HDX135,2013,5200,5190,91.05358998,30.53912,5198m_67m_W,67,W,-67,0,6.395,0.574,0.286,24.173,2.086,11.591,104.285,12.027,8.670907126,0.135351941,3.877852109,440.5609345,1.458400054,-5.556805857,1.755181143,-1.900812248,7.311987166,31.01479633,581.4009317,9.275989891,-14.31246459,23.58845448,4.687088541,-7.381722753,5.130492476,-8.965460503,482.2928911,176.6344423,0.077142857,140.3369193,364.7800695,6.931428485,346.571219,11.9971428,561.4516869,65.66150982,167.351798,212.8925437,115.5458353,92.33821007,65.06372018,55.49061347,436.3771722,4.434285436,40.88996225,311.9430507,79.10987383,59.977496,141.1707052,110.7948495,8.966225059,9.397986161,9.295040399,8.424977002,8.746896674,9.535822317,7.979262091,7.759846597,1.286620205,14.80768678,4.092735449,0.682472468,1.460574132,1.539547601,0.46088684,0.500841092
HDX136,2013,5200,5192,91.0541964,30.53939,5198m_10m_W,10,W,-10,0,6.235,0.62,0.264,45.059,3.401,13.25,190.979,17.245,11.07445636,0.211071312,3.877852109,440.5609345,1.458400054,-5.556805857,1.755181143,-1.900812248,7.311987166,31.01479633,581.4009317,9.275989891,-14.31246459,23.58845448,4.687088541,-7.381722753,5.130492476,-8.965460503,482.2928911,176.6344423,0.077142857,140.3369193,364.7800695,6.931428485,346.571219,11.9971428,561.4516869,65.66150982,167.351798,212.8925437,115.5458353,92.33821007,65.06372018,55.49061347,436.3771722,4.434285436,40.88996225,311.9430507,79.10987383,59.977496,141.1707052,110.7948495,8.966225059,9.397986161,9.295040399,8.424977002,8.746896674,9.535822317,7.979262091,7.759846597,1.286620205,14.80768678,4.092735449,0.682472468,1.460574132,1.539547601,0.46088684,0.500841092
HDX137,2013,5200,5192,91.05439043,30.53946,5198m_1m_W,1,W,-1,0,5.625,0.59,0.476,58.291,4.318,13.5,222.311,30.406,7.311418799,0.211071312,3.877852109,440.5609345,1.458400054,-5.556805857,1.755181143,-1.900812248,7.311987166,31.01479633,581.4009317,9.275989891,-14.31246459,23.58845448,4.687088541,-7.381722753,5.130492476,-8.965460503,482.2928911,176.6344423,0.077142857,140.3369193,364.7800695,6.931428485,346.571219,11.9971428,561.4516869,65.66150982,167.351798,212.8925437,115.5458353,92.33821007,65.06372018,55.49061347,436.3771722,4.434285436,40.88996225,311.9430507,79.10987383,59.977496,141.1707052,110.7948495,8.966225059,9.397986161,9.295040399,8.424977002,8.746896674,9.535822317,7.979262091,7.759846597,1.286620205,14.80768678,4.092735449,0.682472468,1.460574132,1.539547601,0.46088684,0.500841092
HDX138,2013,5200,5197,91.05430234,30.5397,5208m_10m_D,10,U,0,10,5.8,0.623,0.36,52.103,4.022,12.953,145.373,17.396,8.356691193,0.164647013,3.877852109,440.5609345,1.458400054,-5.556805857,1.755181143,-1.900812248,7.311987166,31.01479633,581.4009317,9.275989891,-14.31246459,23.58845448,4.687088541,-7.381722753,5.130492476,-8.965460503,482.2928911,176.6344423,0.077142857,140.3369193,364.7800695,6.931428485,346.571219,11.9971428,561.4516869,65.66150982,167.351798,212.8925437,115.5458353,92.33821007,65.06372018,55.49061347,436.3771722,4.434285436,40.88996225,311.9430507,79.10987383,59.977496,141.1707052,110.7948495,8.966225059,9.397986161,9.295040399,8.424977002,8.746896674,9.535822317,7.979262091,7.759846597,1.286620205,14.80768678,4.092735449,0.682472468,1.460574132,1.539547601,0.46088684,0.500841092
HDX139,2013,5200,5193,91.05440231,30.5395,5199m_1m_U,1,U,0,1,5.815,0.651,0.505,45.697,3.277,13.943,200.16,22.165,9.030453418,0.164647013,3.877852109,440.5609345,1.458400054,-5.556805857,1.755181143,-1.900812248,7.311987166,31.01479633,581.4009317,9.275989891,-14.31246459,23.58845448,4.687088541,-7.381722753,5.130492476,-8.965460503,482.2928911,176.6344423,0.077142857,140.3369193,364.7800695,6.931428485,346.571219,11.9971428,561.4516869,65.66150982,167.351798,212.8925437,115.5458353,92.33821007,65.06372018,55.49061347,436.3771722,4.434285436,40.88996225,311.9430507,79.10987383,59.977496,141.1707052,110.7948495,8.966225059,9.397986161,9.295040399,8.424977002,8.746896674,9.535822317,7.979262091,7.759846597,1.286620205,14.80768678,4.092735449,0.682472468,1.460574132,1.539547601,0.46088684,0.500841092
HDX140,2013,5200,5192,91.05436285,30.53954,5198m ,0,O,0,0,6.165,0.619,0.317,44.218,3.387,13.056,131.648,17.415,7.559460235,0.164647013,3.877852109,440.5609345,1.458400054,-5.556805857,1.755181143,-1.900812248,7.311987166,31.01479633,581.4009317,9.275989891,-14.31246459,23.58845448,4.687088541,-7.381722753,5.130492476,-8.965460503,482.2928911,176.6344423,0.077142857,140.3369193,364.7800695,6.931428485,346.571219,11.9971428,561.4516869,65.66150982,167.351798,212.8925437,115.5458353,92.33821007,65.06372018,55.49061347,436.3771722,4.434285436,40.88996225,311.9430507,79.10987383,59.977496,141.1707052,110.7948495,8.966225059,9.397986161,9.295040399,8.424977002,8.746896674,9.535822317,7.979262091,7.759846597,1.286620205,14.80768678,4.092735449,0.682472468,1.460574132,1.539547601,0.46088684,0.500841092
HDX141,2013,5200,5191,91.05443485,30.53944,5197m_1m_D,1,B,0,-1,6.185,0.589,0.448,43.952,3.112,14.121,162.942,17.401,9.363944601,0.211071312,3.877852109,440.5609345,1.458400054,-5.556805857,1.755181143,-1.900812248,7.311987166,31.01479633,581.4009317,9.275989891,-14.31246459,23.58845448,4.687088541,-7.381722753,5.130492476,-8.965460503,482.2928911,176.6344423,0.077142857,140.3369193,364.7800695,6.931428485,346.571219,11.9971428,561.4516869,65.66150982,167.351798,212.8925437,115.5458353,92.33821007,65.06372018,55.49061347,436.3771722,4.434285436,40.88996225,311.9430507,79.10987383,59.977496,141.1707052,110.7948495,8.966225059,9.397986161,9.295040399,8.424977002,8.746896674,9.535822317,7.979262091,7.759846597,1.286620205,14.80768678,4.092735449,0.682472468,1.460574132,1.539547601,0.46088684,0.500841092
HDX142,2013,5200,5178,91.05457907,30.53927,5187m_10m_D,10,B,0,-10,6.01,0.627,0.459,43.282,3.199,13.529,104.964,16.6,6.32313253,0.29365617,3.877852109,440.5609345,1.458400054,-5.556805857,1.755181143,-1.900812248,7.311987166,31.01479633,581.4009317,9.275989891,-14.31246459,23.58845448,4.687088541,-7.381722753,5.130492476,-8.965460503,482.2928911,176.6344423,0.077142857,140.3369193,364.7800695,6.931428485,346.571219,11.9971428,561.4516869,65.66150982,167.351798,212.8925437,115.5458353,92.33821007,65.06372018,55.49061347,436.3771722,4.434285436,40.88996225,311.9430507,79.10987383,59.977496,141.1707052,110.7948495,8.966225059,9.397986161,9.295040399,8.424977002,8.746896674,9.535822317,7.979262091,7.759846597,1.286620205,14.80768678,4.092735449,0.682472468,1.460574132,1.539547601,0.46088684,0.500841092
HDX143,2013,5200,5192,91.05444601,30.53947,5198m_1m_E,1,E,1,0,5.86,0.771,0.455,60.04,4.389,13.681,194.133,20.659,9.397018249,0.164647013,3.877852109,440.5609345,1.458400054,-5.556805857,1.755181143,-1.900812248,7.311987166,31.01479633,581.4009317,9.275989891,-14.31246459,23.58845448,4.687088541,-7.381722753,5.130492476,-8.965460503,482.2928911,176.6344423,0.077142857,140.3369193,364.7800695,6.931428485,346.571219,11.9971428,561.4516869,65.66150982,167.351798,212.8925437,115.5458353,92.33821007,65.06372018,55.49061347,436.3771722,4.434285436,40.88996225,311.9430507,79.10987383,59.977496,141.1707052,110.7948495,8.966225059,9.397986161,9.295040399,8.424977002,8.746896674,9.535822317,7.979262091,7.759846597,1.286620205,14.80768678,4.092735449,0.682472468,1.460574132,1.539547601,0.46088684,0.500841092
HDX144,2013,5200,5192,91.05456784,30.53951,5198m_10m_E,10,E,10,0,5.955,0.712,0.321,58.239,4.509,12.917,207.378,24.694,8.397910424,0.144420043,3.877852109,440.5609345,1.458400054,-5.556805857,1.755181143,-1.900812248,7.311987166,31.01479633,581.4009317,9.275989891,-14.31246459,23.58845448,4.687088541,-7.381722753,5.130492476,-8.965460503,482.2928911,176.6344423,0.077142857,140.3369193,364.7800695,6.931428485,346.571219,11.9971428,561.4516869,65.66150982,167.351798,212.8925437,115.5458353,92.33821007,65.06372018,55.49061347,436.3771722,4.434285436,40.88996225,311.9430507,79.10987383,59.977496,141.1707052,110.7948495,8.966225059,9.397986161,9.295040399,8.424977002,8.746896674,9.535822317,7.979262091,7.759846597,1.286620205,14.80768678,4.092735449,0.682472468,1.460574132,1.539547601,0.46088684,0.500841092
HDX145,2013,5200,5192,91.05506147,30.53969,5198m_71m_E,71,E,71,0,5.985,0.721,0.357,56.394,4.309,13.087,167.489,20.869,8.025731947,0.279076576,3.877852109,440.5609345,1.458400054,-5.556805857,1.755181143,-1.900812248,7.311987166,31.01479633,581.4009317,9.275989891,-14.31246459,23.58845448,4.687088541,-7.381722753,5.130492476,-8.965460503,482.2928911,176.6344423,0.077142857,140.3369193,364.7800695,6.931428485,346.571219,11.9971428,561.4516869,65.66150982,167.351798,212.8925437,115.5458353,92.33821007,65.06372018,55.49061347,436.3771722,4.434285436,40.88996225,311.9430507,79.10987383,59.977496,141.1707052,110.7948495,8.966225059,9.397986161,9.295040399,8.424977002,8.746896674,9.535822317,7.979262091,7.759846597,1.286620205,14.80768678,4.092735449,0.682472468,1.460574132,1.539547601,0.46088684,0.500841092
